trial_id,task,arm,demonstration,scenario,intervention,perturbed,frame,expected_relation,skill_index,anchor_local_index,horizon_ticks,baseline_detection,proposed_detection,proposed_detection_latency,proposed_recover_rate,proposed_defer_rate,proposed_block_rate,baseline_active_rate,proposed_mean_weight,proposed_final_relation,baseline_active_expert_suppressed
relation:place_cups:d3:false_coupling_control:mug0,place_cups,single,3,false_coupling_control,false_coupling,0,mug0,external,0,44,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:place_cups:d3:false_coupling_perturbed:mug0,place_cups,single,3,false_coupling_perturbed,false_coupling,1,mug0,external,0,44,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:place_cups:d4:false_coupling_control:mug0,place_cups,single,4,false_coupling_control,false_coupling,0,mug0,external,0,51,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280787,external,0
relation:place_cups:d4:false_coupling_perturbed:mug0,place_cups,single,4,false_coupling_perturbed,false_coupling,1,mug0,external,0,51,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:open_microwave:d0:false_coupling_control:microwave_door,open_microwave,single,0,false_coupling_control,false_coupling,0,microwave_door,external,0,77,2,0,0,,0.0,0.0,0.0,1.0,0.9999999991615687,external,0
relation:open_microwave:d0:false_coupling_perturbed:microwave_door,open_microwave,single,0,false_coupling_perturbed,false_coupling,1,microwave_door,external,0,77,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:open_microwave:d1:false_coupling_control:microwave_door,open_microwave,single,1,false_coupling_control,false_coupling,0,microwave_door,external,0,84,2,0,0,,0.0,0.0,0.0,1.0,0.9999999988771562,external,0
relation:open_microwave:d1:false_coupling_perturbed:microwave_door,open_microwave,single,1,false_coupling_perturbed,false_coupling,1,microwave_door,external,0,84,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:open_microwave:d2:false_coupling_control:microwave_door,open_microwave,single,2,false_coupling_control,false_coupling,0,microwave_door,external,0,51,2,0,0,,0.0,0.0,0.0,1.0,0.9999999965144194,external,0
relation:open_microwave:d2:false_coupling_perturbed:microwave_door,open_microwave,single,2,false_coupling_perturbed,false_coupling,1,microwave_door,external,0,51,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:open_microwave:d3:false_coupling_control:microwave_door,open_microwave,single,3,false_coupling_control,false_coupling,0,microwave_door,external,0,84,2,0,0,,0.0,0.0,0.0,1.0,0.9999999981658659,external,0
relation:open_microwave:d3:false_coupling_perturbed:microwave_door,open_microwave,single,3,false_coupling_perturbed,false_coupling,1,microwave_door,external,0,84,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:open_microwave:d4:false_coupling_control:microwave_door,open_microwave,single,4,false_coupling_control,false_coupling,0,microwave_door,external,0,75,2,0,0,,0.0,0.0,0.0,1.0,0.9999999989009161,external,0
relation:open_microwave:d4:false_coupling_perturbed:microwave_door,open_microwave,single,4,false_coupling_perturbed,false_coupling,1,microwave_door,external,0,75,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:wipe_desk:d0:false_coupling_control:sponge,wipe_desk,single,0,false_coupling_control,false_coupling,0,sponge,external,0,43,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280798,external,0
relation:wipe_desk:d0:false_coupling_perturbed:sponge,wipe_desk,single,0,false_coupling_perturbed,false_coupling,1,sponge,external,0,43,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:wipe_desk:d1:false_coupling_control:sponge,wipe_desk,single,1,false_coupling_control,false_coupling,0,sponge,external,0,37,2,0,0,,0.0,0.0,0.0,1.0,0.9999999672278085,external,0
relation:wipe_desk:d1:false_coupling_perturbed:sponge,wipe_desk,single,1,false_coupling_perturbed,false_coupling,1,sponge,external,0,37,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:wipe_desk:d2:false_coupling_control:sponge,wipe_desk,single,2,false_coupling_control,false_coupling,0,sponge,external,0,37,2,0,0,,0.0,0.0,0.0,1.0,0.9999999437570548,external,0
relation:wipe_desk:d2:false_coupling_perturbed:sponge,wipe_desk,single,2,false_coupling_perturbed,false_coupling,1,sponge,external,0,37,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:wipe_desk:d3:false_coupling_control:sponge,wipe_desk,single,3,false_coupling_control,false_coupling,0,sponge,external,0,43,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:wipe_desk:d3:false_coupling_perturbed:sponge,wipe_desk,single,3,false_coupling_perturbed,false_coupling,1,sponge,external,0,43,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:wipe_desk:d4:false_coupling_control:sponge,wipe_desk,single,4,false_coupling_control,false_coupling,0,sponge,external,0,58,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280797,external,0
relation:wipe_desk:d4:false_coupling_perturbed:sponge,wipe_desk,single,4,false_coupling_perturbed,false_coupling,1,sponge,external,0,58,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_handover_item/left:d0:false_coupling_control:item0,bimanual_handover_item,left,0,false_coupling_control,false_coupling,0,item0,external,0,45,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280791,external,0
relation:bimanual_handover_item/left:d0:false_coupling_perturbed:item0,bimanual_handover_item,left,0,false_coupling_perturbed,false_coupling,1,item0,external,0,45,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_handover_item/left:d1:false_coupling_control:item0,bimanual_handover_item,left,1,false_coupling_control,false_coupling,0,item0,external,0,55,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_handover_item/left:d1:false_coupling_perturbed:item0,bimanual_handover_item,left,1,false_coupling_perturbed,false_coupling,1,item0,external,0,55,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_handover_item/left:d2:false_coupling_control:item0,bimanual_handover_item,left,2,false_coupling_control,false_coupling,0,item0,external,0,56,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280788,external,0
relation:bimanual_handover_item/left:d2:false_coupling_perturbed:item0,bimanual_handover_item,left,2,false_coupling_perturbed,false_coupling,1,item0,external,0,56,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_handover_item/left:d3:false_coupling_control:item0,bimanual_handover_item,left,3,false_coupling_control,false_coupling,0,item0,external,0,67,2,0,0,,0.0,0.0,0.0,1.0,0.9999999280687364,external,0
relation:bimanual_handover_item/left:d3:false_coupling_perturbed:item0,bimanual_handover_item,left,3,false_coupling_perturbed,false_coupling,1,item0,external,0,67,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_handover_item/left:d4:false_coupling_control:item0,bimanual_handover_item,left,4,false_coupling_control,false_coupling,0,item0,external,0,37,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280773,external,0
relation:bimanual_handover_item/left:d4:false_coupling_perturbed:item0,bimanual_handover_item,left,4,false_coupling_perturbed,false_coupling,1,item0,external,0,37,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/left:d0:false_coupling_control:tray,bimanual_lift_tray,left,0,false_coupling_control,false_coupling,0,tray,external,0,13,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996281106,external,0
relation:bimanual_lift_tray/left:d0:false_coupling_perturbed:tray,bimanual_lift_tray,left,0,false_coupling_perturbed,false_coupling,1,tray,external,0,13,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/left:d1:false_coupling_control:tray,bimanual_lift_tray,left,1,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996282579,external,0
relation:bimanual_lift_tray/left:d1:false_coupling_perturbed:tray,bimanual_lift_tray,left,1,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/left:d2:false_coupling_control:tray,bimanual_lift_tray,left,2,false_coupling_control,false_coupling,0,tray,external,0,10,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996281602,external,0
relation:bimanual_lift_tray/left:d2:false_coupling_perturbed:tray,bimanual_lift_tray,left,2,false_coupling_perturbed,false_coupling,1,tray,external,0,10,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/left:d3:break_link_control:tray,bimanual_lift_tray,left,3,break_link_control,break_link,0,tray,linked,0,61,2,0,0,,0.0,0.5,0.5,1.0,0.9999839360557545,external,0
relation:bimanual_lift_tray/left:d3:break_link_perturbed:tray,bimanual_lift_tray,left,3,break_link_perturbed,break_link,1,tray,linked,0,61,2,0,0,,0.0,0.5,0.5,1.0,0.9999839444422636,external,0
relation:bimanual_lift_tray/left:d3:false_coupling_control:tray,bimanual_lift_tray,left,3,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.999999999628072,external,0
relation:bimanual_lift_tray/left:d3:false_coupling_perturbed:tray,bimanual_lift_tray,left,3,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/left:d4:break_link_control:tray,bimanual_lift_tray,left,4,break_link_control,break_link,0,tray,linked,0,60,2,0,0,,0.0,1.0,1.0,1.0,0.999220044931098,unknown,0
relation:bimanual_lift_tray/left:d4:break_link_perturbed:tray,bimanual_lift_tray,left,4,break_link_perturbed,break_link,1,tray,linked,0,60,2,0,0,,0.0,1.0,1.0,1.0,0.999220687501245,unknown,0
relation:bimanual_lift_tray/left:d4:false_coupling_control:tray,bimanual_lift_tray,left,4,false_coupling_control,false_coupling,0,tray,external,0,30,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280924,external,0
relation:bimanual_lift_tray/left:d4:false_coupling_perturbed:tray,bimanual_lift_tray,left,4,false_coupling_perturbed,false_coupling,1,tray,external,0,30,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/right:d0:false_coupling_control:tray,bimanual_lift_tray,right,0,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996281628,external,0
relation:bimanual_lift_tray/right:d0:false_coupling_perturbed:tray,bimanual_lift_tray,right,0,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/right:d1:false_coupling_control:tray,bimanual_lift_tray,right,1,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.999999999627903,external,0
relation:bimanual_lift_tray/right:d1:false_coupling_perturbed:tray,bimanual_lift_tray,right,1,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/right:d2:false_coupling_control:tray,bimanual_lift_tray,right,2,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996281544,external,0
relation:bimanual_lift_tray/right:d2:false_coupling_perturbed:tray,bimanual_lift_tray,right,2,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/right:d3:false_coupling_control:tray,bimanual_lift_tray,right,3,false_coupling_control,false_coupling,0,tray,external,0,9,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996281042,external,0
relation:bimanual_lift_tray/right:d3:false_coupling_perturbed:tray,bimanual_lift_tray,right,3,false_coupling_perturbed,false_coupling,1,tray,external,0,9,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_lift_tray/right:d4:false_coupling_control:tray,bimanual_lift_tray,right,4,false_coupling_control,false_coupling,0,tray,external,0,30,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280693,external,0
relation:bimanual_lift_tray/right:d4:false_coupling_perturbed:tray,bimanual_lift_tray,right,4,false_coupling_perturbed,false_coupling,1,tray,external,0,30,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_put_bottle_in_fridge/left:d0:false_coupling_control:bottle,bimanual_put_bottle_in_fridge,left,0,false_coupling_control,false_coupling,0,bottle,external,0,83,2,0,0,,0.0,0.0,0.0,1.0,0.999999999628069,external,0
relation:bimanual_put_bottle_in_fridge/left:d0:false_coupling_perturbed:bottle,bimanual_put_bottle_in_fridge,left,0,false_coupling_perturbed,false_coupling,1,bottle,external,0,83,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_put_bottle_in_fridge/left:d1:false_coupling_control:bottle,bimanual_put_bottle_in_fridge,left,1,false_coupling_control,false_coupling,0,bottle,external,0,39,2,0,0,,0.0,0.0,0.0,1.0,0.9999999988925815,external,0
relation:bimanual_put_bottle_in_fridge/left:d1:false_coupling_perturbed:bottle,bimanual_put_bottle_in_fridge,left,1,false_coupling_perturbed,false_coupling,1,bottle,external,0,39,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_put_bottle_in_fridge/left:d2:false_coupling_control:bottle,bimanual_put_bottle_in_fridge,left,2,false_coupling_control,false_coupling,0,bottle,external,0,59,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280803,external,0
relation:bimanual_put_bottle_in_fridge/left:d2:false_coupling_perturbed:bottle,bimanual_put_bottle_in_fridge,left,2,false_coupling_perturbed,false_coupling,1,bottle,external,0,59,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_put_bottle_in_fridge/left:d3:false_coupling_control:bottle,bimanual_put_bottle_in_fridge,left,3,false_coupling_control,false_coupling,0,bottle,external,0,53,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280937,external,0
relation:bimanual_put_bottle_in_fridge/left:d3:false_coupling_perturbed:bottle,bimanual_put_bottle_in_fridge,left,3,false_coupling_perturbed,false_coupling,1,bottle,external,0,53,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_put_bottle_in_fridge/left:d4:false_coupling_control:bottle,bimanual_put_bottle_in_fridge,left,4,false_coupling_control,false_coupling,0,bottle,external,0,10,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996280464,external,0
relation:bimanual_put_bottle_in_fridge/left:d4:false_coupling_perturbed:bottle,bimanual_put_bottle_in_fridge,left,4,false_coupling_perturbed,false_coupling,1,bottle,external,0,10,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/left:d0:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,left,0,false_coupling_control,false_coupling,0,dustpan,external,0,32,2,0,0,,0.0,0.0,0.0,1.0,0.9999999995770067,external,0
relation:bimanual_sweep_to_dustpan/left:d0:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,left,0,false_coupling_perturbed,false_coupling,1,dustpan,external,0,32,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/left:d1:break_link_control:dustpan,bimanual_sweep_to_dustpan,left,1,break_link_control,break_link,0,dustpan,linked,0,62,2,0,0,,0.0,0.0,0.0,1.0,0.9945178248716497,external,0
relation:bimanual_sweep_to_dustpan/left:d1:break_link_perturbed:dustpan,bimanual_sweep_to_dustpan,left,1,break_link_perturbed,break_link,1,dustpan,linked,0,62,2,0,0,,0.0,0.0,0.0,1.0,0.9945178248716497,external,0
relation:bimanual_sweep_to_dustpan/left:d1:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,left,1,false_coupling_control,false_coupling,0,dustpan,external,0,53,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996021005,external,0
relation:bimanual_sweep_to_dustpan/left:d1:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,left,1,false_coupling_perturbed,false_coupling,1,dustpan,external,0,53,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/left:d2:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,left,2,false_coupling_control,false_coupling,0,dustpan,external,0,32,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/left:d2:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,left,2,false_coupling_perturbed,false_coupling,1,dustpan,external,0,32,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/left:d3:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,left,3,false_coupling_control,false_coupling,0,dustpan,external,0,32,2,0,0,,0.0,0.0,0.0,1.0,0.9999999996082225,external,0
relation:bimanual_sweep_to_dustpan/left:d3:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,left,3,false_coupling_perturbed,false_coupling,1,dustpan,external,0,32,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/left:d4:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,left,4,false_coupling_control,false_coupling,0,dustpan,external,0,32,2,0,0,,0.0,0.0,0.0,1.0,0.9999999995714792,external,0
relation:bimanual_sweep_to_dustpan/left:d4:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,left,4,false_coupling_perturbed,false_coupling,1,dustpan,external,0,32,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/right:d0:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,right,0,false_coupling_control,false_coupling,0,dustpan,external,0,58,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/right:d0:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,right,0,false_coupling_perturbed,false_coupling,1,dustpan,external,0,58,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/right:d1:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,right,1,false_coupling_control,false_coupling,0,dustpan,external,0,61,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/right:d1:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,right,1,false_coupling_perturbed,false_coupling,1,dustpan,external,0,61,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/right:d2:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,right,2,false_coupling_control,false_coupling,0,dustpan,external,0,58,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/right:d2:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,right,2,false_coupling_perturbed,false_coupling,1,dustpan,external,0,58,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/right:d3:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,right,3,false_coupling_control,false_coupling,0,dustpan,external,0,58,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/right:d3:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,right,3,false_coupling_perturbed,false_coupling,1,dustpan,external,0,58,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
relation:bimanual_sweep_to_dustpan/right:d4:false_coupling_control:dustpan,bimanual_sweep_to_dustpan,right,4,false_coupling_control,false_coupling,0,dustpan,external,0,58,2,0,0,,0.0,0.0,0.0,1.0,0.99999999962808,external,0
relation:bimanual_sweep_to_dustpan/right:d4:false_coupling_perturbed:dustpan,bimanual_sweep_to_dustpan,right,4,false_coupling_perturbed,false_coupling,1,dustpan,external,0,58,2,0,1,0,1.0,0.0,1.0,1.0,0.0,linked,1
