trial_id,task,arm,event,demonstration,skill,direction,candidate_count,source_state,truth_state,selected_state,baseline_state_error,reference_state_error,reference_selected,reference_exact,proposed_state_error,proposed_selected,proposed_exact,proposed_wins,atomic_commit_correct,truth_robot_compatibility,truth_scene_compatibility,truth_relation_compatibility,truth_explanation_score,truth_rejection_reasons,reference_truth_rejection_reasons
reentry:wipe_desk:single:sponge:k1:m0:link:0:d3:k2:forward_clock_lag,wipe_desk,single,single:sponge:k1:m0:link:0,3,2,forward_clock_lag,143,k2:t0,k2:t142,k2:t142,142,0,1,1,0,1,1,1,1,0.5763308887343302,1.0,0.6799999999999999,0.5598642919133494,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d3:k2:backward_recovery,wipe_desk,single,single:sponge:k1:m0:link:0,3,2,backward_recovery,143,k2:t142,k2:t0,k2:t0,142,0,1,1,0,1,1,1,1,0.9438430725271406,1.0,0.6799999999999999,0.9168761275977937,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d3:k3:forward_clock_lag,wipe_desk,single,single:sponge:k1:m0:link:0,3,3,forward_clock_lag,15,k3:t0,k3:t14,k3:t14,14,0,1,1,0,1,1,1,1,0.861640734673064,1.0,0.6799999999999999,0.8370224279681193,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d3:k3:backward_recovery,wipe_desk,single,single:sponge:k1:m0:link:0,3,3,backward_recovery,15,k3:t14,k3:t0,k3:t0,14,0,1,1,0,1,1,1,1,0.8008615934472495,1.0,0.6799999999999999,0.777979833634471,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k1:forward_clock_lag,wipe_desk,single,single:sponge:k1:m0:link:0,4,1,forward_clock_lag,22,k1:t1,k1:t22,k1:t21,21,1,1,0,1,1,0,1,1,0.6007367081206596,1.0,0.6799999999999999,0.583572802174355,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k1:backward_recovery,wipe_desk,single,single:sponge:k1:m0:link:0,4,1,backward_recovery,22,k1:t22,k1:t1,k1:t1,21,0,1,1,0,1,1,1,1,0.9399060250581055,1.0,0.6799999999999999,0.9130515671993025,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k2:forward_clock_lag,wipe_desk,single,single:sponge:k1:m0:link:0,4,2,forward_clock_lag,143,k2:t0,k2:t142,k2:t142,142,0,1,1,0,1,1,1,1,0.7631529381502787,1.0,0.6799999999999999,0.7413485684888422,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k2:backward_recovery,wipe_desk,single,single:sponge:k1:m0:link:0,4,2,backward_recovery,143,k2:t142,k2:t0,k2:t0,142,0,1,1,0,1,1,1,1,0.7881971992941048,1.0,0.6799999999999999,0.7656772793142732,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k3:forward_clock_lag,wipe_desk,single,single:sponge:k1:m0:link:0,4,3,forward_clock_lag,15,k3:t0,k3:t14,k3:t13,14,1,1,0,1,1,0,1,1,0.81062457966508,1.0,0.6799999999999999,0.7874638773889348,,
reentry:wipe_desk:single:sponge:k1:m0:link:0:d4:k3:backward_recovery,wipe_desk,single,single:sponge:k1:m0:link:0,4,3,backward_recovery,15,k3:t14,k3:t0,k3:t0,14,0,1,1,0,1,1,1,1,0.9714861983732426,1.0,0.6799999999999999,0.9437294498482928,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k2:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,2,forward_clock_lag,38,k2:t7,k2:t44,k2:t44,37,0,1,1,0,1,1,1,1,0.12720447835548226,1.0,0.6799999999999999,0.12357006468818277,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k2:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,2,backward_recovery,38,k2:t44,k2:t7,k2:t7,37,0,1,1,0,1,1,1,1,0.24933083278139545,1.0,0.6799999999999999,0.242207094701927,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k3:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,3,forward_clock_lag,45,k3:t0,k3:t44,k3:t44,44,0,1,1,0,1,1,1,1,0.2793706489775441,1.0,0.6799999999999999,0.27138863043532857,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k3:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,3,backward_recovery,45,k3:t44,k3:t0,k3:t0,44,0,1,1,0,1,1,1,1,0.13368034094885098,1.0,0.6799999999999999,0.12986090263602668,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k4:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,4,forward_clock_lag,26,k4:t0,k4:t25,k4:t25,25,0,1,1,0,1,1,1,1,0.7028198452427621,1.0,0.6799999999999999,0.682739278235826,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k4:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,4,backward_recovery,26,k4:t25,k4:t0,k4:t2,25,2,1,0,2,1,0,1,1,0.7153192751704276,1.0,0.6799999999999999,0.6948815815941296,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k5:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,5,forward_clock_lag,22,k5:t0,k5:t21,k5:t9,21,12,1,0,12,1,0,1,1,0.7232241136144283,1.0,0.6799999999999999,0.7025605675111589,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k5:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,5,backward_recovery,22,k5:t21,k5:t0,k5:t0,21,0,1,1,0,1,1,1,1,0.7124327991911396,1.0,0.6799999999999999,0.692077576357107,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,6,forward_clock_lag,9,k6:t0,k6:t8,k6:t1,8,7,1,0,7,1,0,1,1,0.6924991900804466,1.0,0.6799999999999999,0.672713498935291,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d0:k6:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,0,6,backward_recovery,9,k6:t8,k6:t0,k6:t0,8,0,1,1,0,1,1,1,1,1.0,1.0,0.6799999999999999,0.9714285714285714,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k2:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,2,forward_clock_lag,38,k2:t7,k2:t44,k2:t44,37,0,1,1,0,1,1,1,1,0.061552620967367945,1.0,0.6799999999999999,0.05979397465401457,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k2:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,2,backward_recovery,38,k2:t44,k2:t7,k2:t7,37,0,1,1,0,1,1,1,1,0.1589295126908178,1.0,0.6799999999999999,0.15438866947108013,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k3:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,3,forward_clock_lag,45,k3:t0,k3:t44,k3:t44,44,0,1,1,0,1,1,1,1,0.1894367994347531,1.0,0.6799999999999999,0.18402431945090303,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k3:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,3,backward_recovery,45,k3:t44,k3:t0,k3:t0,44,0,1,1,0,1,1,1,1,0.06961759328861923,1.0,0.6799999999999999,0.06762851919465868,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k4:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,4,forward_clock_lag,26,k4:t0,k4:t25,k4:t25,25,0,1,1,0,1,1,1,1,0.6496295046913043,1.0,0.6799999999999999,0.6310686617001242,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k4:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,4,backward_recovery,26,k4:t25,k4:t0,k4:t1,25,1,1,0,1,1,0,1,1,0.772610670585843,1.0,0.6799999999999999,0.750536079997676,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k5:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,5,forward_clock_lag,22,k5:t0,k5:t21,k5:t9,21,12,1,0,12,1,0,1,1,0.7746924898253609,1.0,0.6799999999999999,0.7525584186874934,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k5:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,5,backward_recovery,22,k5:t21,k5:t0,k5:t0,21,0,1,1,0,1,1,1,1,0.7900586950093713,1.0,0.6799999999999999,0.767485589437675,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,6,forward_clock_lag,9,k6:t0,k6:t8,k6:t8,8,0,1,1,0,1,1,1,1,0.9763431236160659,1.0,0.6799999999999999,0.948447605798464,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d1:k6:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,1,6,backward_recovery,9,k6:t8,k6:t0,k6:t0,8,0,1,1,0,1,1,1,1,1.0,1.0,0.6799999999999999,0.9714285714285714,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k2:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,2,forward_clock_lag,38,k2:t7,k2:t44,k2:t44,37,262,0,0,0,1,1,1,1,0.002194842207866676,1.0,0.6799999999999999,0.0021321324304990567,,robot_incompatible
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k2:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,2,backward_recovery,38,k2:t44,k2:t7,k2:t8,37,1,1,0,1,1,0,1,1,0.05251854891960108,1.0,0.6799999999999999,0.05101801895046962,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k3:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,3,forward_clock_lag,45,k3:t0,k3:t44,k3:t43,44,1,1,0,1,1,0,1,1,0.03730201176027313,1.0,0.6799999999999999,0.0362362399956939,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k3:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,3,backward_recovery,45,k3:t44,k3:t0,k3:t0,44,0,1,1,0,1,1,1,1,0.3425605773184387,1.0,0.6799999999999999,0.33277313225219757,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k4:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,4,forward_clock_lag,26,k4:t0,k4:t25,k4:t25,25,0,1,1,0,1,1,1,1,0.7429511674550864,1.0,0.6799999999999999,0.7217239912420839,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k4:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,4,backward_recovery,26,k4:t25,k4:t0,k4:t0,25,0,1,1,0,1,1,1,1,0.6671769518683094,1.0,0.6799999999999999,0.6481147532435005,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k5:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,5,forward_clock_lag,22,k5:t0,k5:t21,k5:t8,21,13,1,0,13,1,0,1,1,0.6753223765706472,1.0,0.6799999999999999,0.6560274515257716,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k5:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,5,backward_recovery,22,k5:t21,k5:t0,k5:t0,21,0,1,1,0,1,1,1,1,0.7378339572242703,1.0,0.6799999999999999,0.7167529870178625,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,6,forward_clock_lag,9,k6:t0,k6:t8,k6:t8,8,0,1,1,0,1,1,1,1,0.6836213796791493,1.0,0.6799999999999999,0.664089340259745,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d2:k6:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,2,6,backward_recovery,9,k6:t8,k6:t0,k6:t0,8,0,1,1,0,1,1,1,1,1.0,1.0,0.6799999999999999,0.9714285714285714,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k2:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,2,forward_clock_lag,38,k2:t7,k2:t44,k2:t42,37,2,1,0,2,1,0,1,1,0.5928473005266165,1.0,0.6799999999999999,0.575908806225856,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k2:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,2,backward_recovery,38,k2:t44,k2:t7,k2:t8,37,1,1,0,1,1,0,1,1,0.21809072318583436,1.0,0.6799999999999999,0.2118595596662391,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k3:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,3,forward_clock_lag,45,k3:t0,k3:t44,k3:t44,44,0,1,1,0,1,1,1,1,0.4884262526356408,1.0,0.6799999999999999,0.4744712168460511,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k3:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,3,backward_recovery,45,k3:t44,k3:t0,k3:t0,44,0,1,1,0,1,1,1,1,0.21576457882992597,1.0,0.6799999999999999,0.20959987657764237,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k4:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,4,forward_clock_lag,26,k4:t0,k4:t25,k4:t24,25,1,1,0,1,1,0,1,1,0.2567689926335593,1.0,0.6799999999999999,0.2494327357011719,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k4:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,4,backward_recovery,26,k4:t25,k4:t0,k4:t0,25,0,1,1,0,1,1,1,1,0.97200047026331,1.0,0.6799999999999999,0.9442290282557869,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k5:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,5,forward_clock_lag,22,k5:t0,k5:t21,k5:t8,21,13,1,0,13,1,0,1,1,0.5137094034910837,1.0,0.6799999999999999,0.49903199196276704,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k5:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,5,backward_recovery,22,k5:t21,k5:t0,k5:t0,21,0,1,1,0,1,1,1,1,0.5918525131512824,1.0,0.6799999999999999,0.57494244134696,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,6,forward_clock_lag,9,k6:t0,k6:t8,k6:t2,8,6,1,0,6,1,0,1,1,0.6958915045201389,1.0,0.6799999999999999,0.6760088901052778,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d3:k6:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,3,6,backward_recovery,9,k6:t8,k6:t0,k6:t0,8,0,1,1,0,1,1,1,1,1.0,1.0,0.6799999999999999,0.9714285714285714,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k2:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,2,forward_clock_lag,38,k2:t7,k2:t44,k2:t44,37,0,1,1,0,1,1,1,1,0.6044121930604084,1.0,0.6799999999999999,0.5871432732586824,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k2:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,2,backward_recovery,38,k2:t44,k2:t7,k2:t9,37,2,1,0,2,1,0,1,1,0.03956717457854143,1.0,0.6799999999999999,0.03843668387629739,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k3:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,3,forward_clock_lag,45,k3:t0,k3:t44,k3:t43,44,1,1,0,1,1,0,1,1,0.41538802058496893,1.0,0.6799999999999999,0.4035197914253984,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k3:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,3,backward_recovery,45,k3:t44,k3:t0,k3:t0,44,0,1,1,0,1,1,1,1,0.5237007212913922,1.0,0.6799999999999999,0.5087378435402096,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k4:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,4,forward_clock_lag,26,k4:t0,k4:t25,k4:t25,25,0,1,1,0,1,1,1,1,0.028389005933706673,1.0,0.6799999999999999,0.02757789147845791,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k4:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,4,backward_recovery,26,k4:t25,k4:t0,k4:t0,25,0,1,1,0,1,1,1,1,0.6735712343805274,1.0,0.6799999999999999,0.6543263419696551,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k5:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,5,forward_clock_lag,22,k5:t0,k5:t21,k5:t3,21,18,1,0,18,1,0,1,1,0.26530542538017543,1.0,0.6799999999999999,0.25772527036931325,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k5:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,5,backward_recovery,22,k5:t21,k5:t0,k5:t0,21,0,1,1,0,1,1,1,1,0.24184650095639285,1.0,0.6799999999999999,0.23493660092906735,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,6,forward_clock_lag,9,k6:t0,k6:t8,k6:t8,8,0,1,1,0,1,1,1,1,0.6705570714853678,1.0,0.6799999999999999,0.6513982980143573,,
reentry:bimanual_handover_item/left:left:item0:k2:m0:link:0:d4:k6:backward_recovery,bimanual_handover_item,left,left:item0:k2:m0:link:0,4,6,backward_recovery,9,k6:t8,k6:t0,k6:t0,8,0,1,1,0,1,1,1,1,1.0,1.0,0.6799999999999999,0.9714285714285714,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d0:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,0,6,forward_clock_lag,4,k6:t9,k6:t12,k6:t11,3,1,1,0,1,1,0,1,1,0.772290128879408,1.0,0.6799999999999999,0.7502246966257106,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d0:k6:backward_recovery,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,0,6,backward_recovery,4,k6:t12,k6:t9,k6:t9,3,0,1,1,0,1,1,1,1,0.7490971229543548,1.0,0.6799999999999999,0.7276943480128019,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d1:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,1,6,forward_clock_lag,4,k6:t9,k6:t12,k6:t11,3,1,1,0,1,1,0,1,1,0.7645721372810325,1.0,0.6799999999999999,0.742727219073003,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d1:k6:backward_recovery,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,1,6,backward_recovery,4,k6:t12,k6:t9,k6:t9,3,0,1,1,0,1,1,1,1,0.8315988289998085,1.0,0.6799999999999999,0.8078388624569568,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d2:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,2,6,forward_clock_lag,4,k6:t9,k6:t12,k6:t12,3,0,1,1,0,1,1,1,1,0.5527011128417336,1.0,0.6799999999999999,0.5369096524748269,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d2:k6:backward_recovery,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,2,6,backward_recovery,4,k6:t12,k6:t9,k6:t10,3,1,1,0,1,1,0,1,1,0.5721801549206611,1.0,0.6799999999999999,0.5558321504943565,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d3:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,3,6,forward_clock_lag,4,k6:t9,k6:t12,k6:t11,3,1,1,0,1,1,0,1,1,0.756609403004083,1.0,0.6799999999999999,0.7349919914896806,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d3:k6:backward_recovery,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,3,6,backward_recovery,4,k6:t12,k6:t9,k6:t9,3,0,1,1,0,1,1,1,1,0.7463036167496878,1.0,0.6799999999999999,0.7249806562711253,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d4:k6:forward_clock_lag,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,4,6,forward_clock_lag,4,k6:t9,k6:t12,k6:t12,3,0,1,1,0,1,1,1,1,0.5462537163830504,1.0,0.6799999999999999,0.5306464673435347,,
reentry:bimanual_handover_item/left:left:item0:k6:m0:unlink:0:d4:k6:backward_recovery,bimanual_handover_item,left,left:item0:k6:m0:unlink:0,4,6,backward_recovery,4,k6:t12,k6:t9,k6:t10,3,1,1,0,1,1,0,1,1,0.5657639891774879,1.0,0.6799999999999999,0.5495993037724168,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d0:k2:forward_clock_lag,bimanual_lift_tray,left,left:item:k2:m0:link:0,0,2,forward_clock_lag,29,k2:t6,k2:t34,k2:t34,28,0,1,1,0,1,1,1,1,0.5907064822496709,1.0,0.6799999999999999,0.5738291541853946,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d0:k2:backward_recovery,bimanual_lift_tray,left,left:item:k2:m0:link:0,0,2,backward_recovery,29,k2:t34,k2:t6,k2:t6,28,0,1,1,0,1,1,1,1,0.5077514384682215,1.0,0.6799999999999999,0.49324425451198656,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d1:k2:forward_clock_lag,bimanual_lift_tray,left,left:item:k2:m0:link:0,1,2,forward_clock_lag,29,k2:t6,k2:t34,k2:t34,28,0,1,1,0,1,1,1,1,0.8329425237996211,1.0,0.6799999999999999,0.8091441659767747,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d1:k2:backward_recovery,bimanual_lift_tray,left,left:item:k2:m0:link:0,1,2,backward_recovery,29,k2:t34,k2:t6,k2:t6,28,0,1,1,0,1,1,1,1,0.845096483498232,1.0,0.6799999999999999,0.8209508696839968,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d2:k2:forward_clock_lag,bimanual_lift_tray,left,left:item:k2:m0:link:0,2,2,forward_clock_lag,29,k2:t6,k2:t34,k2:t34,28,0,1,1,0,1,1,1,1,0.9717960491212595,1.0,0.6799999999999999,0.944030447717795,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d2:k2:backward_recovery,bimanual_lift_tray,left,left:item:k2:m0:link:0,2,2,backward_recovery,29,k2:t34,k2:t6,k2:t6,28,0,1,1,0,1,1,1,1,0.8955507450044917,1.0,0.6799999999999999,0.8699635808615063,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d3:k2:forward_clock_lag,bimanual_lift_tray,left,left:item:k2:m0:link:0,3,2,forward_clock_lag,29,k2:t6,k2:t34,k2:t32,28,2,1,0,2,1,0,1,1,0.6527473919174964,1.0,0.6799999999999999,0.6340974664341393,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d3:k2:backward_recovery,bimanual_lift_tray,left,left:item:k2:m0:link:0,3,2,backward_recovery,29,k2:t34,k2:t6,k2:t6,28,0,1,1,0,1,1,1,1,0.8098568922333795,1.0,0.6799999999999999,0.7867181238838544,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d4:k2:forward_clock_lag,bimanual_lift_tray,left,left:item:k2:m0:link:0,4,2,forward_clock_lag,29,k2:t6,k2:t34,k2:t34,28,0,1,1,0,1,1,1,1,0.35412924311614125,1.0,0.6799999999999999,0.3440112647413944,,
reentry:bimanual_lift_tray/left:left:item:k2:m0:link:0:d4:k2:backward_recovery,bimanual_lift_tray,left,left:item:k2:m0:link:0,4,2,backward_recovery,29,k2:t34,k2:t6,k2:t8,28,2,1,0,2,1,0,1,1,0.10206890877053962,1.0,0.6799999999999999,0.09915265423423848,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d0:k2:forward_clock_lag,bimanual_lift_tray,left,left:tray:k2:m0:link:0,0,2,forward_clock_lag,30,k2:t5,k2:t34,k2:t34,29,0,1,1,0,1,1,1,1,0.5907064822496709,1.0,0.6799999999999999,0.5738291541853946,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d0:k2:backward_recovery,bimanual_lift_tray,left,left:tray:k2:m0:link:0,0,2,backward_recovery,30,k2:t34,k2:t5,k2:t5,29,0,1,1,0,1,1,1,1,0.5222200937684095,1.0,0.6799999999999999,0.5072995196607406,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d1:k2:forward_clock_lag,bimanual_lift_tray,left,left:tray:k2:m0:link:0,1,2,forward_clock_lag,30,k2:t5,k2:t34,k2:t34,29,0,1,1,0,1,1,1,1,0.8329425237996211,1.0,0.6799999999999999,0.8091441659767747,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d1:k2:backward_recovery,bimanual_lift_tray,left,left:tray:k2:m0:link:0,1,2,backward_recovery,30,k2:t34,k2:t5,k2:t5,29,0,1,1,0,1,1,1,1,0.8749204538076416,1.0,0.6799999999999999,0.8499227265559947,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d2:k2:forward_clock_lag,bimanual_lift_tray,left,left:tray:k2:m0:link:0,2,2,forward_clock_lag,30,k2:t5,k2:t34,k2:t34,29,0,1,1,0,1,1,1,1,0.9717960491212595,1.0,0.6799999999999999,0.944030447717795,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d2:k2:backward_recovery,bimanual_lift_tray,left,left:tray:k2:m0:link:0,2,2,backward_recovery,30,k2:t34,k2:t5,k2:t5,29,0,1,1,0,1,1,1,1,0.930149561730378,1.0,0.6799999999999999,0.9035738599666528,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d3:k2:forward_clock_lag,bimanual_lift_tray,left,left:tray:k2:m0:link:0,3,2,forward_clock_lag,30,k2:t5,k2:t34,k2:t32,29,2,1,0,2,1,0,1,1,0.6527473919174964,1.0,0.6799999999999999,0.6340974664341393,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d3:k2:backward_recovery,bimanual_lift_tray,left,left:tray:k2:m0:link:0,3,2,backward_recovery,30,k2:t34,k2:t5,k2:t5,29,0,1,1,0,1,1,1,1,0.821032980978995,1.0,0.6799999999999999,0.7975748958081665,,
reentry:bimanual_lift_tray/left:left:tray:k2:m0:link:0:d4:k2:forward_clock_lag,bimanual_lift_tray,left,left:tray:k2:m0:link:0,4,2,forward_clock_lag,30,k2:t5,k2:t34,k2:t34,29,0,1,1,0,1,1,1,1,0.35412924311614125,1.0,0.6799999999999999,0.3440112647413944,,
