task,arm,demonstration,boundary,state,family,condition,target,observed,reliability,decision_stable,target_decision_match,compatibility,threshold,log_likelihood,log_likelihood_margin,threshold_pass,decision,target_probability
bimanual_handover_item,left,1,left:0->1,k0:t67,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,9.967715352750175e-12,10.817110989000046,-10.12098417636578,-20.938095165365826,0,,
bimanual_handover_item,left,1,left:0->1,k0:t68,local_goal,m0:item0,final_support,1,1.0,,,4.306051146665499e-15,16.474554924720998,-10.01001829258697,-26.484573217307968,0,,
bimanual_handover_item,left,1,left:0->1,k0:t68,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,6.852705682542874e-08,10.817110989000046,-1.2853512758893535,-12.1024622648894,0,,
bimanual_handover_item,left,1,left:0->1,k0:t69,local_goal,m0:item0,final_support,1,1.0,,,2.005197311205862e-08,16.474554924720998,5.343798806513889,-11.13075611820711,0,,
bimanual_handover_item,left,1,left:0->1,k0:t69,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,6.834466893228959e-05,10.817110989000046,5.619739214090491,-5.197371774909555,0,,
bimanual_handover_item,left,1,left:0->1,k0:t70,local_goal,m0:item0,final_support,1,1.0,,,2.005197311205862e-08,16.474554924720998,5.343798806513889,-11.13075611820711,0,,
bimanual_handover_item,left,1,left:0->1,k0:t70,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,6.834466893228959e-05,10.817110989000046,5.619739214090491,-5.197371774909555,0,,
bimanual_handover_item,left,1,left:0->1,k0:t71,local_goal,m0:item0,final_support,1,1.0,,,2.6076338285589483e-06,16.474554924720998,10.21166983713514,-6.2628850875858575,0,,
bimanual_handover_item,left,1,left:0->1,k0:t71,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,0.0006529864937718651,10.817110989000046,7.876732203297711,-2.940378785702335,0,,
bimanual_handover_item,left,1,left:0->1,k0:t72,local_goal,m0:item0,final_support,1,1.0,,,2.6076338285589483e-06,16.474554924720998,10.21166983713514,-6.2628850875858575,0,,
bimanual_handover_item,left,1,left:0->1,k0:t72,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,0.0006529864937718651,10.817110989000046,7.876732203297711,-2.940378785702335,0,,
bimanual_handover_item,left,1,left:0->1,k0:t73,local_goal,m0:item0,final_support,1,1.0,,,0.0013683052596762202,16.474554924720998,16.474554924720998,0.0,1,,
bimanual_handover_item,left,1,left:0->1,k0:t73,local_goal,m0:virtual_skill_0,final_support,1,1.0,,,0.012356470039083673,10.817110989000046,10.817110989000046,0.0,1,,
bimanual_handover_item,left,1,left:1->2,k1:t1,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,4.2470833860158363e-50,19.357014634336743,-89.71856125750244,-109.07557589183918,0,,
bimanual_handover_item,left,1,left:1->2,k1:t2,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,1.7602765932302007e-47,19.357014634336743,-83.69156747223558,-103.04858210657233,0,,
bimanual_handover_item,left,1,left:1->2,k1:t3,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.2935424445566843e-46,19.357014634336743,-81.12435578537092,-100.48137041970767,0,,
bimanual_handover_item,left,1,left:1->2,k1:t4,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,5.126018755334312e-46,19.357014634336743,-80.32012404140242,-99.67713867573917,0,,
bimanual_handover_item,left,1,left:1->2,k1:t5,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,6.736194501789582e-46,19.357014634336743,-80.04695817705971,-99.40397281139644,0,,
bimanual_handover_item,left,1,left:1->2,k1:t6,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.865656886764805e-45,19.357014634336743,-78.59907062169691,-97.95608525603365,0,,
bimanual_handover_item,left,1,left:1->2,k1:t7,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.865656886764805e-45,19.357014634336743,-78.59907062169691,-97.95608525603365,0,,
bimanual_handover_item,left,1,left:1->2,k1:t8,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.865656886764805e-45,19.357014634336743,-78.59907062169691,-97.95608525603365,0,,
bimanual_handover_item,left,1,left:1->2,k1:t9,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,5.1416659637395855e-45,19.357014634336743,-78.01449107767912,-97.37150571201587,0,,
bimanual_handover_item,left,1,left:1->2,k1:t10,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,5.1416659637395855e-45,19.357014634336743,-78.01449107767912,-97.37150571201587,0,,
bimanual_handover_item,left,1,left:1->2,k1:t11,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.4930804679063217e-43,19.357014634336743,-74.13317891982528,-93.49019355416203,0,,
bimanual_handover_item,left,1,left:1->2,k1:t12,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,4.722938683648537e-40,19.357014634336743,-66.58651144695123,-85.94352608128798,0,,
bimanual_handover_item,left,1,left:1->2,k1:t13,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.3219677310492424e-35,19.357014634336743,-55.783602106835495,-75.14061674117224,0,,
bimanual_handover_item,left,1,left:1->2,k1:t14,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,1.3900882848455797e-29,19.357014634336743,-42.48113915635276,-61.8381537906895,0,,
bimanual_handover_item,left,1,left:1->2,k1:t15,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,1.7211413752686814e-23,19.357014634336743,-28.452008071816717,-47.809022706153456,0,,
bimanual_handover_item,left,1,left:1->2,k1:t16,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,6.138755915945029e-18,19.357014634336743,-15.667448050614897,-35.024462684951644,0,,
bimanual_handover_item,left,1,left:1->2,k1:t17,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,3.591675470409297e-13,19.357014634336743,-4.690525790362851,-24.047540424699594,0,,
bimanual_handover_item,left,1,left:1->2,k1:t18,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.908298026010697e-09,19.357014634336743,4.3087639031425065,-15.048250731194237,0,,
bimanual_handover_item,left,1,left:1->2,k1:t19,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,2.908298026010697e-09,19.357014634336743,4.3087639031425065,-15.048250731194237,0,,
bimanual_handover_item,left,1,left:1->2,k1:t20,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,3.1218528643669243e-06,19.357014634336743,11.287377898277697,-8.069636736059046,0,,
bimanual_handover_item,left,1,left:1->2,k1:t21,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,0.0004164038949874081,19.357014634336743,16.180606940731195,-3.1764076936055474,0,,
bimanual_handover_item,left,1,left:1->2,k1:t22,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,0.006135809340047736,19.357014634336743,18.870848544659715,-0.48616608967702746,0,,
bimanual_handover_item,left,1,left:1->2,k1:t23,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,0.015586551778404149,19.357014634336743,19.803115039313887,0.44610040497714465,1,,
bimanual_handover_item,left,1,left:1->2,k1:t24,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,0.014517083931857957,19.357014634336743,19.732032720076134,0.37501808573939144,1,,
bimanual_handover_item,left,1,left:1->2,k1:t25,local_goal,m0:virtual_skill_1,final_support,1,1.0,,,0.009977255719028228,19.357014634336743,19.357014634336743,0.0,1,,
bimanual_handover_item,left,1,left:2->3,k2:t1,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009106535180203058,0.9750127670867617,2.397894917136374,1.4228821500496123,1,,
bimanual_handover_item,left,1,left:2->3,k2:t1,own_relation,left/item0,linked,1,1.0,1,0,0.30608568285231,,,,,external,0.015214207130774891
bimanual_handover_item,left,1,left:2->3,k2:t1,guard_relation,left/right_ee,external,1,1.0,1,1,0.6939293907019465,,,,,external,0.9848234767548664
bimanual_handover_item,left,1,left:2->3,k2:t2,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009106535180203058,0.9750127670867617,2.397894917136374,1.4228821500496123,1,,
bimanual_handover_item,left,1,left:2->3,k2:t2,own_relation,left/item0,linked,1,1.0,1,0,0.3103821915566493,,,,,external,0.025955478891623075
bimanual_handover_item,left,1,left:2->3,k2:t2,guard_relation,left/right_ee,external,1,1.0,1,1,0.6896287590721787,,,,,external,0.9740718976804467
bimanual_handover_item,left,1,left:2->3,k2:t3,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009106535180203058,0.9750127670867617,2.397894917136374,1.4228821500496123,1,,
bimanual_handover_item,left,1,left:2->3,k2:t3,own_relation,left/item0,linked,1,1.0,1,0,0.31351190258094436,,,,,external,0.03377975645236079
bimanual_handover_item,left,1,left:2->3,k2:t3,guard_relation,left/right_ee,external,1,1.0,1,1,0.686496095498703,,,,,external,0.9662402387467578
bimanual_handover_item,left,1,left:2->3,k2:t4,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.00910768902781747,0.9750127670867617,2.3980216145573836,1.423008847470622,1,,
bimanual_handover_item,left,1,left:2->3,k2:t4,own_relation,left/item0,linked,1,1.0,1,0,0.3158536951227777,,,,,external,0.039634237806944
bimanual_handover_item,left,1,left:2->3,k2:t4,guard_relation,left/right_ee,external,1,1.0,1,1,0.6841904449353526,,,,,external,0.9604761123383818
bimanual_handover_item,left,1,left:2->3,k2:t5,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.00910768902781747,0.9750127670867617,2.3980216145573836,1.423008847470622,1,,
bimanual_handover_item,left,1,left:2->3,k2:t5,own_relation,left/item0,linked,1,1.0,1,0,0.31752185702532926,,,,,external,0.043804642563323025
bimanual_handover_item,left,1,left:2->3,k2:t5,guard_relation,left/right_ee,external,1,1.0,1,1,0.682510602098369,,,,,external,0.9562765052459227
bimanual_handover_item,left,1,left:2->3,k2:t6,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009188103845130396,0.9750127670867617,2.406812196713842,1.4317994296270804,1,,
bimanual_handover_item,left,1,left:2->3,k2:t6,own_relation,left/item0,linked,1,1.0,1,0,0.32407599845066193,,,,,external,0.060189996126654696
bimanual_handover_item,left,1,left:2->3,k2:t6,guard_relation,left/right_ee,external,1,1.0,1,1,0.6823498455074194,,,,,external,0.9558746137685487
bimanual_handover_item,left,1,left:2->3,k2:t7,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009774045423768384,0.9750127670867617,2.4686330559673193,1.4936202888805576,1,,
bimanual_handover_item,left,1,left:2->3,k2:t7,own_relation,left/item0,linked,1,1.0,1,0,0.3783166578997312,,,,,external,0.1957916447493279
bimanual_handover_item,left,1,left:2->3,k2:t7,guard_relation,left/right_ee,external,1,1.0,1,1,0.6929287351674467,,,,,external,0.9823218379186168
bimanual_handover_item,left,1,left:2->3,k2:t8,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.009774045423768384,0.9750127670867617,2.4686330559673193,1.4936202888805576,1,,
bimanual_handover_item,left,1,left:2->3,k2:t8,own_relation,left/item0,linked,1,1.0,1,0,0.40440505311892655,,,,,external,0.26101263279731635
bimanual_handover_item,left,1,left:2->3,k2:t8,guard_relation,left/right_ee,external,1,1.0,1,1,0.6889013577924994,,,,,external,0.9722533944812485
bimanual_handover_item,left,1,left:2->3,k2:t9,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.011106291174598798,0.9750127670867617,2.596414330027847,1.6214015629410854,1,,
bimanual_handover_item,left,1,left:2->3,k2:t9,own_relation,left/item0,linked,1,1.0,1,1,0.6110455612709141,,,,,linked,0.7776139031772854
bimanual_handover_item,left,1,left:2->3,k2:t9,guard_relation,left/right_ee,external,1,1.0,1,1,0.6981557515470938,,,,,external,0.9953893788677344
bimanual_handover_item,left,1,left:2->3,k2:t10,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.0134359697134131,0.9750127670867617,2.7868380274723075,1.8118252603855458,1,,
bimanual_handover_item,left,1,left:2->3,k2:t10,own_relation,left/item0,linked,1,1.0,1,1,0.6976226004489707,,,,,linked,0.9940565011224269
bimanual_handover_item,left,1,left:2->3,k2:t10,guard_relation,left/right_ee,external,1,1.0,1,1,0.6996695901065959,,,,,external,0.9991739752664901
bimanual_handover_item,left,1,left:2->3,k2:t11,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.01709703213246722,0.9750127670867617,3.027807498909646,2.0527947318228845,1,,
bimanual_handover_item,left,1,left:2->3,k2:t11,own_relation,left/item0,linked,1,1.0,1,1,0.6998764900005725,,,,,linked,0.9996912250014311
bimanual_handover_item,left,1,left:2->3,k2:t11,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999054007282847,,,,,external,0.9997635018207118
bimanual_handover_item,left,1,left:2->3,k2:t12,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.02245203670556073,0.9750127670867617,3.3002839420160344,2.3252711749292727,1,,
bimanual_handover_item,left,1,left:2->3,k2:t12,own_relation,left/item0,linked,1,1.0,1,1,0.6999766691724192,,,,,linked,0.9999416729310482
bimanual_handover_item,left,1,left:2->3,k2:t12,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999564273938975,,,,,external,0.999891068484744
bimanual_handover_item,left,1,left:2->3,k2:t13,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.02245203670556073,0.9750127670867617,3.3002839420160344,2.3252711749292727,1,,
bimanual_handover_item,left,1,left:2->3,k2:t13,own_relation,left/item0,linked,1,1.0,1,1,0.6940054949043675,,,,,linked,0.9850137372609187
bimanual_handover_item,left,1,left:2->3,k2:t13,guard_relation,left/right_ee,external,1,1.0,1,1,0.6939908995204827,,,,,external,0.9849772488012067
bimanual_handover_item,left,1,left:2->3,k2:t14,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.029433134249598508,0.9750127670867617,3.571023665247119,2.5960108981603573,1,,
bimanual_handover_item,left,1,left:2->3,k2:t14,own_relation,left/item0,linked,1,1.0,1,1,0.6999843529011579,,,,,linked,0.9999608822528946
bimanual_handover_item,left,1,left:2->3,k2:t14,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999448839422884,,,,,external,0.9998622098557213
bimanual_handover_item,left,1,left:2->3,k2:t15,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.03821145371198879,0.9750127670867617,3.832037916399103,2.8570251493123413,1,,
bimanual_handover_item,left,1,left:2->3,k2:t15,own_relation,left/item0,linked,1,1.0,1,1,0.6999971034990411,,,,,linked,0.9999927587476029
bimanual_handover_item,left,1,left:2->3,k2:t15,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999735971052667,,,,,external,0.9999339927631671
bimanual_handover_item,left,1,left:2->3,k2:t16,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.0489198931169515,0.9750127670867617,4.079086736414944,3.1040739693281827,1,,
bimanual_handover_item,left,1,left:2->3,k2:t16,own_relation,left/item0,linked,1,1.0,1,1,0.6999987640357327,,,,,linked,0.9999969100893319
bimanual_handover_item,left,1,left:2->3,k2:t16,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999765997400256,,,,,external,0.9999414993500642
bimanual_handover_item,left,1,left:2->3,k2:t17,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.06154562847278475,0.9750127670867617,4.308681436670457,3.3336686695836955,1,,
bimanual_handover_item,left,1,left:2->3,k2:t17,own_relation,left/item0,linked,1,1.0,1,1,0.6999978330311883,,,,,linked,0.9999945825779709
bimanual_handover_item,left,1,left:2->3,k2:t17,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999772507983749,,,,,external,0.9999431269959375
bimanual_handover_item,left,1,left:2->3,k2:t18,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.06154562847278475,0.9750127670867617,4.308681436670457,3.3336686695836955,1,,
bimanual_handover_item,left,1,left:2->3,k2:t18,own_relation,left/item0,linked,1,1.0,1,1,0.6940207547652979,,,,,linked,0.985051886913245
bimanual_handover_item,left,1,left:2->3,k2:t18,guard_relation,left/right_ee,external,1,1.0,1,1,0.694005914281778,,,,,external,0.9850147857044452
bimanual_handover_item,left,1,left:2->3,k2:t19,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.07603234966453823,0.9750127670867617,4.52006151386905,3.545048746782288,1,,
bimanual_handover_item,left,1,left:2->3,k2:t19,own_relation,left/item0,linked,1,1.0,1,1,0.6999984121120355,,,,,linked,0.999996030280089
bimanual_handover_item,left,1,left:2->3,k2:t19,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999627600127243,,,,,external,0.9999069000318108
bimanual_handover_item,left,1,left:2->3,k2:t20,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.0923913764841544,0.9750127670867617,4.714936256964031,3.7399234898772695,1,,
bimanual_handover_item,left,1,left:2->3,k2:t20,own_relation,left/item0,linked,1,1.0,1,1,0.6999947510164823,,,,,linked,0.999986877541206
bimanual_handover_item,left,1,left:2->3,k2:t20,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999794562361915,,,,,external,0.9999486405904786
bimanual_handover_item,left,1,left:2->3,k2:t21,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.10996995848629776,0.9750127670867617,4.889109834679219,3.914097067592457,1,,
bimanual_handover_item,left,1,left:2->3,k2:t21,own_relation,left/item0,linked,1,1.0,1,1,0.6999972657552851,,,,,linked,0.9999931643882127
bimanual_handover_item,left,1,left:2->3,k2:t21,guard_relation,left/right_ee,external,1,1.0,1,1,0.699979837173069,,,,,external,0.9999495929326727
bimanual_handover_item,left,1,left:2->3,k2:t22,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.12884945327186384,0.9750127670867617,5.047547304895812,4.072534537809051,1,,
bimanual_handover_item,left,1,left:2->3,k2:t22,own_relation,left/item0,linked,1,1.0,1,1,0.6999955742414237,,,,,linked,0.9999889356035593
bimanual_handover_item,left,1,left:2->3,k2:t22,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999813942939079,,,,,external,0.99995348573477
bimanual_handover_item,left,1,left:2->3,k2:t23,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.12884945327186384,0.9750127670867617,5.047547304895812,4.072534537809051,1,,
bimanual_handover_item,left,1,left:2->3,k2:t23,own_relation,left/item0,linked,1,1.0,1,1,0.694019126120227,,,,,linked,0.9850478153005676
bimanual_handover_item,left,1,left:2->3,k2:t23,guard_relation,left/right_ee,external,1,1.0,1,1,0.6940089019121062,,,,,external,0.9850222547802653
bimanual_handover_item,left,1,left:2->3,k2:t24,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.1482622308913587,0.9750127670867617,5.187885147294431,4.21287238020767,1,,
bimanual_handover_item,left,1,left:2->3,k2:t24,own_relation,left/item0,linked,1,1.0,1,1,0.699994264436614,,,,,linked,0.9999856610915353
bimanual_handover_item,left,1,left:2->3,k2:t24,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999716264175744,,,,,external,0.9999290660439359
bimanual_handover_item,left,1,left:2->3,k2:t25,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.16703147245910768,0.9750127670867617,5.307084863595443,4.332072096508681,1,,
bimanual_handover_item,left,1,left:2->3,k2:t25,own_relation,left/item0,linked,1,1.0,1,1,0.6999944486136939,,,,,linked,0.9999861215342348
bimanual_handover_item,left,1,left:2->3,k2:t25,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999843865328201,,,,,external,0.9999609663320506
bimanual_handover_item,left,1,left:2->3,k2:t26,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.1838902221936768,0.9750127670867617,5.403241572209033,4.428228805122271,1,,
bimanual_handover_item,left,1,left:2->3,k2:t26,own_relation,left/item0,linked,1,1.0,1,1,0.6999983909934752,,,,,linked,0.9999959774836881
bimanual_handover_item,left,1,left:2->3,k2:t26,guard_relation,left/right_ee,external,1,1.0,1,1,0.699984177577543,,,,,external,0.9999604439438579
bimanual_handover_item,left,1,left:2->3,k2:t27,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.1838902221936768,0.9750127670867617,5.403241572209033,4.428228805122271,1,,
bimanual_handover_item,left,1,left:2->3,k2:t27,own_relation,left/item0,linked,1,1.0,1,1,0.694021157069646,,,,,linked,0.985052892674115
bimanual_handover_item,left,1,left:2->3,k2:t27,guard_relation,left/right_ee,external,1,1.0,1,1,0.6940109087652266,,,,,external,0.9850272719130666
bimanual_handover_item,left,1,left:2->3,k2:t28,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.19804022381239977,0.9750127670867617,5.477372771847315,4.502360004760553,1,,
bimanual_handover_item,left,1,left:2->3,k2:t28,own_relation,left/item0,linked,1,1.0,1,1,0.6999904656381433,,,,,linked,0.9999761640953583
bimanual_handover_item,left,1,left:2->3,k2:t28,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999716674776362,,,,,external,0.9999291686940907
bimanual_handover_item,left,1,left:2->3,k2:t29,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.20889789470851694,0.9750127670867617,5.530748201792076,4.555735434705315,1,,
bimanual_handover_item,left,1,left:2->3,k2:t29,own_relation,left/item0,linked,1,1.0,1,1,0.6999983835076753,,,,,linked,0.9999959587691882
bimanual_handover_item,left,1,left:2->3,k2:t29,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999851531355465,,,,,external,0.9999628828388665
bimanual_handover_item,left,1,left:2->3,k2:t30,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.21548381047510703,0.9750127670867617,5.5617883926257745,4.586775625539013,1,,
bimanual_handover_item,left,1,left:2->3,k2:t30,own_relation,left/item0,linked,1,1.0,1,1,0.6999982934980729,,,,,linked,0.9999957337451824
bimanual_handover_item,left,1,left:2->3,k2:t30,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999855709540326,,,,,external,0.9999639273850814
bimanual_handover_item,left,1,left:2->3,k2:t31,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.21730519775401716,0.9750127670867617,5.570205418035056,4.595192650948294,1,,
bimanual_handover_item,left,1,left:2->3,k2:t31,own_relation,left/item0,linked,1,1.0,1,1,0.699994239404969,,,,,linked,0.9999855985124226
bimanual_handover_item,left,1,left:2->3,k2:t31,guard_relation,left/right_ee,external,1,1.0,1,1,0.699986311429661,,,,,external,0.9999657785741525
bimanual_handover_item,left,1,left:2->3,k2:t32,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.21730519775401716,0.9750127670867617,5.570205418035056,4.595192650948294,1,,
bimanual_handover_item,left,1,left:2->3,k2:t32,own_relation,left/item0,linked,1,1.0,1,1,0.6940181636669334,,,,,linked,0.9850454091673333
bimanual_handover_item,left,1,left:2->3,k2:t32,guard_relation,left/right_ee,external,1,1.0,1,1,0.6940124473488952,,,,,external,0.9850311183722379
bimanual_handover_item,left,1,left:2->3,k2:t33,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.21398994711350758,0.9750127670867617,5.5548316491835505,4.579818882096789,1,,
bimanual_handover_item,left,1,left:2->3,k2:t33,own_relation,left/item0,linked,1,1.0,1,1,0.699988783111382,,,,,linked,0.9999719577784552
bimanual_handover_item,left,1,left:2->3,k2:t33,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999766956915271,,,,,external,0.9999417392288178
bimanual_handover_item,left,1,left:2->3,k2:t34,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.20597573394080865,0.9750127670867617,5.516660976835779,4.541648209749018,1,,
bimanual_handover_item,left,1,left:2->3,k2:t34,own_relation,left/item0,linked,1,1.0,1,1,0.6999994827532755,,,,,linked,0.9999987068831889
bimanual_handover_item,left,1,left:2->3,k2:t34,guard_relation,left/right_ee,external,1,1.0,1,1,0.699987331780477,,,,,external,0.9999683294511927
bimanual_handover_item,left,1,left:2->3,k2:t35,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.19365524975034878,0.9750127670867617,5.45498212646972,4.479969359382959,1,,
bimanual_handover_item,left,1,left:2->3,k2:t35,own_relation,left/item0,linked,1,1.0,1,1,0.6999996250646263,,,,,linked,0.9999990626615658
bimanual_handover_item,left,1,left:2->3,k2:t35,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999884263639878,,,,,external,0.9999710659099698
bimanual_handover_item,left,1,left:2->3,k2:t36,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.1775771208646115,0.9750127670867617,5.368307609699369,4.393294842612607,1,,
bimanual_handover_item,left,1,left:2->3,k2:t36,own_relation,left/item0,linked,1,1.0,1,1,0.699999712552184,,,,,linked,0.99999928138046
bimanual_handover_item,left,1,left:2->3,k2:t36,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999878278889423,,,,,external,0.9999695697223557
bimanual_handover_item,left,1,left:2->3,k2:t37,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.1775771208646115,0.9750127670867617,5.368307609699369,4.393294842612607,1,,
bimanual_handover_item,left,1,left:2->3,k2:t37,own_relation,left/item0,linked,1,1.0,1,1,0.6940221099444347,,,,,linked,0.9850552748610867
bimanual_handover_item,left,1,left:2->3,k2:t37,guard_relation,left/right_ee,external,1,1.0,1,1,0.6940135407677839,,,,,external,0.9850338519194598
bimanual_handover_item,left,1,left:2->3,k2:t38,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.15884231628542114,0.9750127670867617,5.256814600057173,4.2818018329704115,1,,
bimanual_handover_item,left,1,left:2->3,k2:t38,own_relation,left/item0,linked,1,1.0,1,1,0.6999974241877843,,,,,linked,0.9999935604694611
bimanual_handover_item,left,1,left:2->3,k2:t38,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999794053618437,,,,,external,0.999948513404609
bimanual_handover_item,left,1,left:2->3,k2:t39,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.13854169128439353,0.9750127670867617,5.120073911811477,4.145061144724715,1,,
bimanual_handover_item,left,1,left:2->3,k2:t39,own_relation,left/item0,linked,1,1.0,1,1,0.6999973500754259,,,,,linked,0.9999933751885648
bimanual_handover_item,left,1,left:2->3,k2:t39,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999890328580802,,,,,external,0.9999725821452008
bimanual_handover_item,left,1,left:2->3,k2:t40,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.11776307592645772,0.9750127670867617,4.957577386291811,3.982564619205049,1,,
bimanual_handover_item,left,1,left:2->3,k2:t40,own_relation,left/item0,linked,1,1.0,1,1,0.6999991456502267,,,,,linked,0.9999978641255668
bimanual_handover_item,left,1,left:2->3,k2:t40,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999896355987323,,,,,external,0.9999740889968308
bimanual_handover_item,left,1,left:2->3,k2:t41,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.0974907451381126,0.9750127670867617,4.7686600631572995,3.793647296070538,1,,
bimanual_handover_item,left,1,left:2->3,k2:t41,own_relation,left/item0,linked,1,1.0,1,1,0.6999991738542422,,,,,linked,0.9999979346356054
bimanual_handover_item,left,1,left:2->3,k2:t41,guard_relation,left/right_ee,external,1,1.0,1,1,0.6999898785128791,,,,,external,0.9999746962821977
bimanual_handover_item,left,1,left:2->3,k2:t42,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.0974907451381126,0.9750127670867617,4.7686600631572995,3.793647296070538,1,,
bimanual_handover_item,left,1,left:2->3,k2:t42,own_relation,left/item0,linked,1,1.0,1,1,0.6940217215307869,,,,,linked,0.9850543038269675
bimanual_handover_item,left,1,left:2->3,k2:t42,guard_relation,left/right_ee,external,1,1.0,1,1,0.6940150193343516,,,,,external,0.9850375483358792
bimanual_handover_item,left,1,left:2->3,k2:t43,local_goal,m0:virtual_skill_2,final_support,1,1.0,,,0.07854424614534322,0.9750127670867617,4.552564722439732,3.5775519553529707,1,,
bimanual_handover_item,left,1,left:2->3,k2:t43,own_relation,left/item0,linked,1,1.0,1,1,0.6999987985212529,,,,,linked,0.9999969963031324
