experiment,background,fault,task,method,episodes,successes,success_rate,wilson95_low,wilson95_high,fault_triggered,fault_trigger_rate,triggered_successes,conditional_recovery_rate,fault_effective,relation_restored,relation_restoration_rate,legal_reentries,mean_post_fault_recovery_cycles,git_commit,result_protocol_sha256,result_path,result_sha256
normal,static,,open_microwave,progress_only,200,197,0.985,0.9568342712073097,0.9948857622067417,,,,,,,,,,0401a1066f32b2d7f2842956f84c91082500b268,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/open_microwave/progress_only_n200.json,d4c5753c5ffab95fa5160367a13951c74d52b00637df84436bc55dde4305ebea
normal,static,,open_microwave,progress_dynamic_roles,200,181,0.905,0.8563983883518006,0.9383368972826135,,,,,,,,,,cd3eba1dfd349ff078855af995cb16333c6d3710,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/open_microwave/progress_dynamic_roles_n200.json,e135e980660508696c5a09c42abad53cfab8e40fe561eaacb4d8f24643aea778
normal,static,,open_microwave,full,200,195,0.975,0.942821659593358,0.9892752803482386,,,,,,,,,,cd3eba1dfd349ff078855af995cb16333c6d3710,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/open_microwave/full_n200.json,b4e369c4a6b04f7e9b9ce4edaaea5846b7f4ee7303dd8231b54f5d4726ac3111
normal,static,,wipe_desk,dynamac_v4,200,137,0.685,0.6176504391426966,0.745376790097715,,,,,,,,,,a111eac9defd80e454e6d3d63cfdc6484bc9524b,1a6417738ce4e7ded1b1faa8ada24ca805687552d9aecf342a895183aaacacfb,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/wipe_desk/dynamac_v4_n200.json,7f5799236d7369ab25a618e0bf30c6ecaba18aad3d0bef5b72b1c9e887e593d5
normal,static,,wipe_desk,progress_only,200,140,0.7,0.6332093162728074,0.7592525531762859,,,,,,,,,,a111eac9defd80e454e6d3d63cfdc6484bc9524b,1a6417738ce4e7ded1b1faa8ada24ca805687552d9aecf342a895183aaacacfb,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/wipe_desk/progress_only_n200.json,31c95f39b2038e3c355ec6c3bf2cf6b400788dcf2eb0aa1d4c7978553961a309
normal,static,,wipe_desk,progress_dynamic_roles,200,144,0.72,0.6540769541334929,0.7776311022605097,,,,,,,,,,a111eac9defd80e454e6d3d63cfdc6484bc9524b,1a6417738ce4e7ded1b1faa8ada24ca805687552d9aecf342a895183aaacacfb,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/wipe_desk/progress_dynamic_roles_n200.json,f814c5bfa3d52e4848fbe961204a0475ae4e6c89069e7cb45a1b9006eb5ded52
normal,static,,wipe_desk,full,200,145,0.725,0.6593166064233036,0.7822029967069264,,,,,,,,,,a111eac9defd80e454e6d3d63cfdc6484bc9524b,1a6417738ce4e7ded1b1faa8ada24ca805687552d9aecf342a895183aaacacfb,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/wipe_desk/full_n200.json,5379a324c1a6a8c5ad3a120215769ee771b2b58cb0ce1620d0b970a30a00e01a
normal,static,,stack_wine,dynamac_v4,200,200,1.0,0.9811546736227335,1.0,,,,,,,,,,0401a1066f32b2d7f2842956f84c91082500b268,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/stack_wine/dynamac_v4_n200.json,9ef6e307051f388f2d06a0458104df710c235deea36dce9631dc255c9d631722
normal,static,,stack_wine,progress_only,200,200,1.0,0.9811546736227335,1.0,,,,,,,,,,0401a1066f32b2d7f2842956f84c91082500b268,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/stack_wine/progress_only_n200.json,25c34af0bfa80414dc333a4c23cfba552bf5f603034532ed0a5715ff5de0bc0e
normal,static,,stack_wine,progress_dynamic_roles,200,200,1.0,0.9811546736227335,1.0,,,,,,,,,,0401a1066f32b2d7f2842956f84c91082500b268,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/stack_wine/progress_dynamic_roles_n200.json,b2917d162cd5133fe87e980d85e0d505914c62c780c41622cd6fb6e3566bf0bc
normal,static,,stack_wine,full,200,200,1.0,0.9811546736227335,1.0,,,,,,,,,,0401a1066f32b2d7f2842956f84c91082500b268,c39e00d5207478d74c98415fa4baca8631ca180c15e7ec0b6d032727516548b7,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/normal/stack_wine/full_n200.json,ee85c6f271aba3731055134b33217ff412e72a2baee2e95abf0f4f46ce2e1bf7
dynamic,smooth,,bimanual_handover_item,dynamac_v4,50,49,0.98,0.8950455641036219,0.9964607407283539,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_handover_item/dynamac_v4_n50.json,4e9d8b83aa7419bde81051f65d34ad9452da6877cea41ae5c7059c315b7e47f7
dynamic,smooth,,bimanual_handover_item,progress_only,50,34,0.68,0.5418970269185593,0.7924178373934315,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_handover_item/progress_only_n50.json,2c6af58e11941fbe481f461b46f711d7c4078e78041b14b2decc6cce1dc4d9be
dynamic,smooth,,bimanual_handover_item,progress_dynamic_roles,50,36,0.72,0.5833487630404345,0.8252582933408877,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_handover_item/progress_dynamic_roles_n50.json,3167b1762a5b633dbe27982489c7e66aa5241b593f0022c524cea3dec970d336
dynamic,smooth,,bimanual_handover_item,full,50,44,0.88,0.7619518261679702,0.9438239984906772,,,,,,,,,,45f48bc3e0e12d131ee9395ccddb76c6ba45685b,2f187c5f08e9dac3936170c0bd150f017de84a8b3512ed3a1d319b68368115a6,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_handover_item/full_n50.json,f6f5dcdafd05ea654b9eea477a6ad288f5042bb8ceefd2042f26cc77cb1efa85
dynamic,smooth,,bimanual_lift_tray,dynamac_v4,50,45,0.9,0.7863976856252035,0.9565242350681096,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_lift_tray/dynamac_v4_n50.json,3d0d1af9387f899d4aeed7f0442363d1e9812cf40577d644cf7bba00e1d76ed1
dynamic,smooth,,bimanual_lift_tray,progress_only,50,44,0.88,0.7619518261679702,0.9438239984906772,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_lift_tray/progress_only_n50.json,6f3af6737bba1c3bafa4a970a3cd3e3b931bb0cd8390c2a6ac3ecf0730cf964e
dynamic,smooth,,bimanual_lift_tray,progress_dynamic_roles,50,47,0.94,0.8378290831116182,0.979385029651026,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_lift_tray/progress_dynamic_roles_n50.json,556a7f561b96ddd4eb84224099f1ed154bb6ef56eed0e6c521dc68a38d484ccd
dynamic,smooth,,bimanual_lift_tray,full,50,45,0.9,0.7863976856252035,0.9565242350681096,,,,,,,,,,8fd261c61a018f617075e9704d44041181495065,8f84cd11419923ba6262faa4bdea2081b8985089c1e1c03845b80232cb3eeebd,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_lift_tray/full_n50.json,2fac8df20cf544fb3f2326b8f7077403dcbdf4d1c418ed0cda1e7589e51af6ad
dynamic,smooth,,bimanual_sweep_to_dustpan,dynamac_v4,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_sweep_to_dustpan/dynamac_v4_n50.json,7bebf0667d3b388de8190ab12d8443442eb7af9dfb14d848ca19ec2061b8c479
dynamic,smooth,,bimanual_sweep_to_dustpan,progress_only,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_sweep_to_dustpan/progress_only_n50.json,f275319d8a8818c5eedc2cc1203593056d1aafd6200c73db31f99c2852b39548
dynamic,smooth,,bimanual_sweep_to_dustpan,progress_dynamic_roles,50,49,0.98,0.8950455641036219,0.9964607407283539,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_sweep_to_dustpan/progress_dynamic_roles_n50.json,7004b2ed373cef33a7996b4291df79e6d9ddff5002e78aa450c549db47990df4
dynamic,smooth,,bimanual_sweep_to_dustpan,full,50,49,0.98,0.8950455641036219,0.9964607407283539,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_sweep_to_dustpan/full_n50.json,304a7721f18f421291a48f83305a48c6c9b00764f66b61cfb63772828ea1ab23
dynamic,smooth,,bimanual_put_bottle_in_fridge,dynamac_v4,50,45,0.9,0.7863976856252035,0.9565242350681096,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_put_bottle_in_fridge/dynamac_v4_n50.json,ca17b6de1c9b9e5002aa0eb66dc0f87e27775edf545aa475c12f5814497f6d29
dynamic,smooth,,bimanual_put_bottle_in_fridge,progress_only,50,44,0.88,0.7619518261679702,0.9438239984906772,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_put_bottle_in_fridge/progress_only_n50.json,5600dea2d0708b83317d83e9918a94f27337aabf7d213be3ee1787859287b083
dynamic,smooth,,bimanual_put_bottle_in_fridge,progress_dynamic_roles,50,44,0.88,0.7619518261679702,0.9438239984906772,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_put_bottle_in_fridge/progress_dynamic_roles_n50.json,43d5fc129b7c372abae8226173e3b028eba7917c50a942b5a4d2e02e4945db0c
dynamic,smooth,,bimanual_put_bottle_in_fridge,full,50,46,0.92,0.8116175308165717,0.968450485911407,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/bimanual_put_bottle_in_fridge/full_n50.json,e56e2e11d3a35340a4be34691b9ca3fb8b864d3104ec9c248ec91c7cbe3e1d89
dynamic,smooth,,place_cups,dynamac_v4,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/place_cups/dynamac_v4_n50.json,75579cf4a0f9e7e99e4b9fb01f8ac2e65569ba6c96f2d0a2a1f3a51ad808bcdb
dynamic,smooth,,place_cups,progress_only,50,34,0.68,0.5418970269185593,0.7924178373934315,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/place_cups/progress_only_n50.json,638c40467968f89db19e7536d6cd71932fb07c33f9bfe88b7508f0b1d7075e60
dynamic,smooth,,place_cups,progress_dynamic_roles,50,29,0.58,0.44233441768578236,0.7062499664528801,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/place_cups/progress_dynamic_roles_n50.json,146a40b53a1b658696e2ee97301f554ee7ce0a8ff5418274c193d6f6f8717813
dynamic,smooth,,place_cups,full,50,48,0.96,0.8653990931249298,0.9889611156723801,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/place_cups/full_n50.json,3eb19c7b707b4e7871a8aad2cd9121377ab4aa2f5d7d90db91e878326165aeb0
dynamic,smooth,,open_microwave,dynamac_v4,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/open_microwave/dynamac_v4_n50.json,8dcc7bdea415a849a31925edc4bb7c7c6fe1318b5faafff631e2c69ee583290e
dynamic,smooth,,open_microwave,progress_only,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/open_microwave/progress_only_n50.json,f25005e0cee1ad9792adf00d6642c0c870aeba8951575170b94de10c960acd79
dynamic,smooth,,open_microwave,progress_dynamic_roles,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/open_microwave/progress_dynamic_roles_n50.json,35348491a9ec89170984f2d883fa469b345a5e90e8b03270197c27c4a899863a
dynamic,smooth,,open_microwave,full,50,49,0.98,0.8950455641036219,0.9964607407283539,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/open_microwave/full_n50.json,87792d48d4217100925c6ceba83573a4083d7717feab1527b1718897a00a7483
dynamic,smooth,,wipe_desk,dynamac_v4,50,35,0.7,0.562496495355466,0.8089644649911906,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/wipe_desk/dynamac_v4_n50.json,7f5f9e349e983839363230860a981e29f2a6e3f8fb88f615323cfb9a3e4196aa
dynamic,smooth,,wipe_desk,progress_only,50,33,0.66,0.5215382605023261,0.7756305077749991,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/wipe_desk/progress_only_n50.json,f49c9ca4c4c71193390c38cb06d433685bf1978f378b1ce941ed36054df84178
dynamic,smooth,,wipe_desk,progress_dynamic_roles,50,33,0.66,0.5215382605023261,0.7756305077749991,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/wipe_desk/progress_dynamic_roles_n50.json,92908d258b7b1b0174c6e68ba249943c00e1c5c09545509b9efeb62fa37c7945
dynamic,smooth,,wipe_desk,full,50,31,0.62,0.4815044693099298,0.7413721068980641,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/wipe_desk/full_n50.json,8578ce865b87010161a9b69f4c63d9f3f38bcb3fbad20d0d2da30eeea959a6a2
dynamic,smooth,,stack_wine,dynamac_v4,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/stack_wine/dynamac_v4_n50.json,4c70cab042b8dbf3e635ab56cc5f87d47ff9042aab199f8752c8fe58959658f6
dynamic,smooth,,stack_wine,progress_only,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/stack_wine/progress_only_n50.json,d81d6782313501a7e6b7038b165ee904b0c026e1356c2eebe347a0240e1a0047
dynamic,smooth,,stack_wine,progress_dynamic_roles,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/stack_wine/progress_dynamic_roles_n50.json,844fa94f0843ebbd2466a293c7122a787e74a84f9de09d3f14a414017f0d5959
dynamic,smooth,,stack_wine,full,50,50,1.0,0.9286524008666414,1.0,,,,,,,,,,872b157b9c3e350c32fd66eefa81f15a550ed1e0,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/dynamic/stack_wine/full_n50.json,19b736bdeaecd56ec3fa0b656d52e82e952f47fd9e85b11382ac3dbf98b2d235
fault,smooth,time_stall,bimanual_handover_item,dynamac_v4,50,38,0.76,0.6258731624205708,0.8570260860300828,50,1.0,38,0.76,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_handover_item/dynamac_v4_n50.json,79440b078e1b4f7a5287332e9ded1fbb6e223b8bc2e964f29d4bc90bf8bc7677
fault,smooth,time_stall,bimanual_handover_item,progress_only,50,27,0.54,0.4039887139915749,0.6703034780777565,50,1.0,27,0.54,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_handover_item/progress_only_n50.json,89475d1efee09a9cab918d8846d8807358a27f64e8ddeaeb3d9175969200b7a0
fault,smooth,time_stall,bimanual_handover_item,progress_dynamic_roles,50,29,0.58,0.44233441768578236,0.7062499664528801,50,1.0,29,0.58,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_handover_item/progress_dynamic_roles_n50.json,91fcaf65f9c38e137956087ab24dc1dd1950380cbcf72a7cea0b60528aeeec0e
fault,smooth,time_stall,bimanual_handover_item,full,50,47,0.94,0.8378290831116182,0.979385029651026,50,1.0,47,0.94,50,0,,8,27.1,45f48bc3e0e12d131ee9395ccddb76c6ba45685b,2f187c5f08e9dac3936170c0bd150f017de84a8b3512ed3a1d319b68368115a6,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_handover_item/full_n50.json,592a0eab0da185d3f1794deffe41f9633307addb31ab0727ca4e04157aa8d304
fault,smooth,time_stall,bimanual_lift_tray,dynamac_v4,50,42,0.84,0.7148578393696501,0.916625793219666,50,1.0,42,0.84,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_lift_tray/dynamac_v4_n50.json,9622c98187b1f5676140bb9256ec9077d724c9dd71f9965d24cee2ac212d5041
fault,smooth,time_stall,bimanual_lift_tray,progress_only,50,44,0.88,0.7619518261679702,0.9438239984906772,50,1.0,44,0.88,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_lift_tray/progress_only_n50.json,5a8658166c3c681d981e79e9046c0b047b42ab1a2b63767cf993ab7905780cf5
fault,smooth,time_stall,bimanual_lift_tray,progress_dynamic_roles,50,50,1.0,0.9286524008666414,1.0,50,1.0,50,1.0,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_lift_tray/progress_dynamic_roles_n50.json,c92a3b2a092ee6490811534067ef65f283ff2ab26c2e339ac869400134e86f44
fault,smooth,time_stall,bimanual_lift_tray,full,50,48,0.96,0.8653990931249298,0.9889611156723801,50,1.0,48,0.96,50,0,,0,1.8,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_lift_tray/full_n50.json,d120c0393cc39bd2b5dc135fc9d6311de30ed258e84fb04e82837937e3beca52
fault,smooth,time_stall,bimanual_sweep_to_dustpan,dynamac_v4,50,49,0.98,0.8950455641036219,0.9964607407283539,50,1.0,49,0.98,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_sweep_to_dustpan/dynamac_v4_n50.json,7ff19c20abd2db53c83394faf5b0a1527c07a40e6287f696b66e35edded2b801
fault,smooth,time_stall,bimanual_sweep_to_dustpan,progress_only,50,50,1.0,0.9286524008666414,1.0,50,1.0,50,1.0,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_sweep_to_dustpan/progress_only_n50.json,ee5cbc436c4cffdb52fcd68dadee10b16ce43ca21d412d7f3d60f0cc4de66a33
fault,smooth,time_stall,bimanual_sweep_to_dustpan,progress_dynamic_roles,50,49,0.98,0.8950455641036219,0.9964607407283539,50,1.0,49,0.98,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_sweep_to_dustpan/progress_dynamic_roles_n50.json,cee227fc960fdb1cbffeb56f7bb6f40a0f9484cf7c30c8095c47efcf0dcc48b4
fault,smooth,time_stall,bimanual_sweep_to_dustpan,full,50,50,1.0,0.9286524008666414,1.0,50,1.0,50,1.0,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_sweep_to_dustpan/full_n50.json,50cdd98b08e706fe7ab09cd1682cb33f2fe6f1883bac6f29c54a4b8030508f6e
fault,smooth,time_stall,bimanual_put_bottle_in_fridge,dynamac_v4,50,37,0.74,0.6044684273515117,0.8412847250644762,50,1.0,37,0.74,50,0,,0,0.0,5aa19d6a1bb51690689a58cd2454c7be09023838,97ad201e169d36404ec75552cdc6bd559d92c21ef88a1e73403af2dda7f3fc65,/home/zhengyushuang/workspace/essay2608/integrations/rlbench/results/phase6_formal_v1/fault/time_stall/bimanual_put_bottle_in_fridge/dynamac_v4_n50.json,8c453221505d2a49290d6d6ea5592c3100de7148d06e8efc24641377efeb9f55
